Plot,Viewshed,Date,Grand_Total,ACWO,ALHU,AMCR,AMRO,ANHU,BEWR,BGGN,BHCO,BHGR,BLPH,BRCR,BTPI,BTYW,BUOR,BUSH,CALT,CASJ,CBCH,CEDW,COHA,CORA,DEJU,DOWO,FOSP,GCKI,GCSP,GHOW,HAWO,HETH,HEWA,HOFI,HOOR,HOOR ,HOWR,HUVI,LAZB,LEGO,LISP,MODO,NAWA,NOFL,NOPA,NUWO,NWWA,OCWA,OSFL,PAWR,PISI,PSFL,PUFI,PYNU,RBGR,RBNU,RBSA,RCKI,RECR,RMPA,ROPI,RSHA,RTHA,RU/ALHU,RUHU,SOSP,SPTO,SSHA,STJA,SUTA,SWTH,TOWA,UNKW,VATH,WAVI,WCSP,WEBL,WEFL,WETA,WIFL,WIWA,WOOD,WTSP,WWPE,YEWA,YRWA,ZONO
5,Summit,10/28/2020,12,,,,,1,,,,,,,,,,1,1,,1,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
5,Summit,11/14/2020,12,,,,,1,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,
5,Summit,11/29/2020,9,,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,12/16/2020,7,,,,,1,,,,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,12/27/2020,8,,,,,1,,,,,1,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,1/23/2021,10,,,,,1,,,,,,,,,,1,,1,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,
5,Summit,1/30/2021,9,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,2/18/2021,7,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,2/27/2021,11,,,,,1,,,,,,,,,,,,,1,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,3/13/2021,6,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,3/27/2021,12,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,1,,,1,,,,,,,,,1,,,,,,
5,Summit,4/3/2021,9,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,1,,,,,1,
5,Summit,4/17/2021,12,,,,1,1,,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,1,,,,,,,,,,,
5,Summit,5/15/2021,11,,1,,1,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,5/31/2021,10,,1,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,
5,Summit,6/10/2021,7,,1,,1,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,6/28/2021,8,,1,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,
5,Summit,7/11/2021,6,,1,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Summit,7/31/2021,5,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,8/16/2021,8,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,
5,Summit,8/30/2021,6,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,
5,Summit,9/12/2021,5,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,
5,Summit,9/27/2021,7,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
5,Summit,10/10/2021,5,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,10/23/2021,13,,,,,1,,,,,,,,,,,1,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,,,,,,1,,1,,,,,,,,,,,
5,Summit,11/7/2021,9,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
5,Summit,11/27/2021,7,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,
5,Summit,12/11/2021,4,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,12/28/2021,9,,,,,1,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
5,Summit,1/15/2022,8,,,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,1/30/2022,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,1,
5,Summit,2/13/2022,8,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,
5,Summit,2/20/2022,11,,1,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,
5,Summit,3/12/2022,7,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,3/27/2022,11,,1,,1,1,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,4/9/2022,7,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,
5,Summit,4/24/2022,8,,1,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,
5,Summit,5/6/2022,7,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,
5,Summit,5/29/2022,10,,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,,,,,,,1,,,,,1,,,,,,
5,Summit,6/4/2022,8,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,
5,Summit,6/12/2022,6,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,7/10/2022,8,,1,,1,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,7/30/2022,8,,1,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
5,Summit,8/11/2022,10,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,1,,,,,,
5,Summit,8/31/2022,7,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,9/14/2022,8,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,1,,,,,,,,
5,Summit,9/29/2022,13,,,,,1,,,,,,,,,,,,,1,,,1,1,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,1,,
5,Summit,10/12/2022,11,,,,,1,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,1,,,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,10/26/2022,10,,,,,1,,,,,1,,1,,,,,,1,,,,1,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
5,Summit,11/13/2022,9,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,11/23/2022,13,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,
5,Summit,12/5/2022,11,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,,,,,,,,,,
5,Summit,12/20/2022,9,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,1/19/2023,7,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,
5,Summit,1/23/2023,10,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,
5,Summit,2/1/2023,6,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,2/16/2023,11,,1,,1,1,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,1,
5,Summit,3/5/2023,7,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,
5,Summit,3/26/2023,12,,1,,,1,,,,,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,
5,Summit,4/6/2023,18,,1,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,2,,,,,,1,1,1,,,,,,1,,,,1,,,,,,,,,,,
5,Summit,4/23/2023,10,,1,,1,1,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,5/4/23,17,,1,,1,1,,,,,,,,,1,1,,,,,,,1,1,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,,,,1,,,1,,1,,,,,1,,,,,1,,,,,,
5,Summit,5/22/23,9,,1,,,1,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,6/5/23,12,,1,,1,1,,,,1,,,1,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
5,Summit,6/25/23,13,,1,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,
5,Summit,7/9/2023,9,,1,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,7/23/2023,6,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,Summit,08/06/2023,10,,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
5,Summit,8/27/2023,10,,,,1,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,,,,,
5,Summit,9/10/2023,14,,,,1,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,1,,
5,Summit,9/24/2023,12,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,1,,,,,,1,,,
5,Summit,10/11/2023,15,,,,1,1,,,,,,,,,,,,1,,,,,1,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,1,,,1,,,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,,
5,Summit,10/22/2023,10,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,,
5,Summit,11/5/2023,10,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,1,
5,Summit,11/23/2023,12,,,,,1,,,,,,,,,,,,1,1,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,
5,Summit,12/3/2023,7,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,12/26/23,9,,,,,1,,,,,1,,,,,,,,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,1/7/2024,10,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,
5,Summit,1/21/2024,7,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,02/05/2024,6,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
5,Summit,2/18/2024,4,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,03/04/2024,17,,1,,1,1,,,,,1,,,,,,,,1,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,1,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,,
5,Summit,03/18/2024,13,,1,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,1,1,,,,,1,,1,,,,,,,,,,,,1,
5,Summit,04/07/2024,17,,1,,,1,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,1,1,,,1,,1,,,,,,,1,,,,,,
5,Summit,4/21/2024,12,,1,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,05/08/2024,13,,1,,1,1,,,,,,,1,,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,
5,Summit,5/19/2024,12,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,1,,,,,,
5,Summit,6/6/2024,8,,1,,,1,,,,,1,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5,Summit,06/19/2024,12,,1,,1,1,,,,,,,1,,,,,,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,07/08/2024,12,,1,,1,1,,,,,,,,,,1,,,1,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
5,Summit,07/28/2024,8,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
5,Summit,08/01/2024,11,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,
5,Summit,08/25/2024,14,,,,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,1,,,
5,Summit,09/01/2024,12,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,1,,,1,,,,1,,
5,Summit,09/22/2024,15,,,,,1,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,1,,,1,,1,1,,,,,,1,,,1,,,,,,
5,Summit,10/06/2024,0,,,,,0,,,,,,,,,,,,0,0,,,,,,0,,,,,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,
5,Summit,10/20/2024,14,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,1,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,
5,Summit,11/03/2024,18,,,,1,1,,,,,1,1,,,,,1,,1,,,,1,,1,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,
5,Summit,11/14/2024,14,,,,1,1,,,,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,
5,Summit,12/1/2024,12,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,1,,1,,,,,,,,,,,,1,
5,Summit,12/8/2024,15,,,,,1,,,,,1,,,,,,,,1,,,,1,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,
6,Nike,3/16/2019,8,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,Nike,3/30/2019,9,,1,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,
6,Nike,4/7/2019,9,,,,1,1,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,
6,Nike,4/24/2019,10,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,1,,,,,1,
6,Nike,5/12/2019,8,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,
6,Nike,5/25/2019,10,,1,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,
6,Nike,6/2/2019,7,,1,,1,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,Nike,6/22/2019,9,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,
6,Nike,7/7/2019,12,,,,1,1,,,,,,,1,,,,1,,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,
6,Nike,7/21/2019,7,,,,1,1,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,8/10/2019,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,8/23/2019,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,9/19/2019,10,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,
6,Nike,9/29/2019,7,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6,Nike,10/3/2019,8,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
6,Nike,10/21/2019,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
6,Nike,11/3/2019,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,
6,Nike,11/22/2019,4,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,12/20/2019,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,12/29/2019,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,1/5/2020,3,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Nike,1/26/2020,7,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
6,Nike,2/17/2020,10,,,,1,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
6,Nike,2/29/2020,6,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
